Age,Incidence and Survival Assumptions,Year,Sex,Annual Cost Increase (applied to initial and last phases),Total Costs,Initial Year After Diagnosis Cost,Continuing Phase Cost,Last Year of Life Cost,"Standard Deviation for all Initial, Continuing, and Last year",Initial Cost Exceeds Last Year of Life
All ages,Survival follows recent trend/Incidence constant,2014,Both sexes,0%,140027.6,43466.6,54050.2,42510.8,6404.215993650847,True
All ages,Incidence/Survival follow recent trends,2014,Both sexes,0%,135235.9,40028.8,53404.4,41802.7,7264.672961898102,False
All ages,Incidence/Survival follow recent trends,2014,Both sexes,2%,141425.8,43328.4,53404.4,44693.0,5466.205251665303,False
All ages,Incidence/Survival follow recent trends,2014,Both sexes,5%,151418.4,48655.2,53404.4,49358.8,2563.0981565285415,False
All ages,Incidence/Survival at constant rate,2014,Both sexes,0%,4280.3,1059.5,2033.4,1187.4,529.2377569045253,False
All ages,Incidence follows recent trend/Survival constant,2014,Both sexes,0%,4075.2,957.0,1971.4,1146.8,539.2891246817426,False
All ages,Survival follows recent trend/Incidence constant,2014,Both sexes,0%,4305.0,1059.5,2049.0,1196.6,536.111372135803,False
All ages,Incidence/Survival follow recent trends,2014,Both sexes,0%,4098.5,957.0,1986.1,1155.4,545.9657895265356,False
All ages,Incidence/Survival follow recent trends,2014,Both sexes,2%,4248.7,1035.9,1986.1,1226.7,502.6551236517273,False
All ages,Incidence/Survival follow recent trends,2014,Both sexes,5%,4491.3,1163.2,1986.1,1341.9,432.8378718796834,False
All ages,Incidence/Survival at constant rate,2014,Both sexes,0%,4895.0,1337.8,1181.3,2375.9,649.257655583154,False
All ages,Incidence follows recent trend/Survival constant,2014,Both sexes,0%,4820.0,1291.2,1175.4,2353.3,649.2193337642783,False
All ages,Survival follows recent trend/Incidence constant,2014,Both sexes,0%,4990.2,1337.8,1206.6,2445.7,680.6889475621983,False
All ages,Incidence/Survival follow recent trends,2014,Both sexes,0%,4912.9,1291.2,1200.2,2421.6,680.429168490985,False
All ages,Incidence/Survival follow recent trends,2014,Both sexes,2%,5209.9,1397.7,1200.2,2612.1,764.551635491896,False
All ages,Incidence/Survival follow recent trends,2014,Both sexes,5%,5689.3,1569.5,1200.2,2919.7,905.1797961362887,False
All ages,Incidence/Survival at constant rate,2014,Females,0%,18116.6,6379.7,7608.6,4128.3,1765.0063862018555,True
All ages,Incidence follows recent trend/Survival constant,2014,Females,0%,17181.8,5815.5,7380.8,3985.5,1699.3688132166408,True
All ages,Survival follows recent trend/Incidence constant,2014,Females,0%,18171.6,6379.7,7644.0,4147.9,1770.2213110230034,True
All ages,Incidence/Survival follow recent trends,2014,Females,0%,17233.2,5815.5,7413.9,4003.9,1706.1104458191833,True
All ages,Incidence/Survival follow recent trends,2014,Females,2%,18034.0,6294.8,7413.9,4325.3,1563.6903476498578,True
All ages,Incidence/Survival follow recent trends,2014,Females,5%,19326.9,7068.7,7413.9,4844.3,1394.6303309479538,True
All ages,Incidence/Survival at constant rate,2014,Females,0%,1544.8,495.7,364.1,685.0,161.3122541325777,False
All ages,Incidence follows recent trend/Survival constant,2014,Females,0%,1322.0,346.0,343.7,632.2,165.905585600164,False
All ages,Survival follows recent trend/Incidence constant,2014,Females,0%,1546.0,495.7,364.4,685.9,161.6467238558621,False
All ages,Incidence/Survival follow recent trends,2014,Females,0%,1322.9,346.0,343.9,632.9,166.2513258092498,False
All ages,Incidence/Survival follow recent trends,2014,Females,2%,1399.1,374.5,343.9,680.6,186.19007313316501,False
All ages,Incidence/Survival follow recent trends,2014,Females,5%,1522.1,420.6,343.9,757.6,220.07558550037606,False
All ages,Incidence/Survival at constant rate,2014,Both sexes,0%,15280.2,6391.9,4248.1,4640.2,1141.4956373109796,True
All ages,Incidence follows recent trend/Survival constant,2014,Both sexes,0%,13679.4,5336.2,4032.1,4311.2,686.6826802339879,True
All ages,Survival follows recent trend/Incidence constant,2014,Both sexes,0%,15431.1,6391.9,4318.9,4720.3,1099.4466426343752,True
All ages,Incidence/Survival follow recent trends,2014,Both sexes,0%,13812.6,5336.2,4094.7,4381.7,649.9694223576982,True
All ages,Incidence/Survival follow recent trends,2014,Both sexes,2%,14528.6,5776.0,4094.7,4657.8,855.7864355862,True
All ages,Incidence/Survival follow recent trends,2014,Both sexes,5%,15684.4,6486.1,4094.7,5103.6,1200.5539985079113,True
All ages,Incidence/Survival at constant rate,2014,Both sexes,0%,1505.3,630.4,175.4,699.5,284.74568185195244,False
All ages,Incidence follows recent trend/Survival constant,2014,Both sexes,0%,1475.7,613.4,173.3,688.9,278.45754314317526,False
All ages,Survival follows recent trend/Incidence constant,2014,Both sexes,0%,1612.4,630.4,199.3,782.7,302.5993115215785,False
All ages,Incidence/Survival follow recent trends,2014,Both sexes,0%,1581.1,613.4,196.8,770.8,296.593526564556,False
All ages,Incidence/Survival follow recent trends,2014,Both sexes,2%,1688.7,664.0,196.8,827.9,327.4716934331882,False
All ages,Incidence/Survival follow recent trends,2014,Both sexes,5%,1862.3,745.6,196.8,919.9,377.36709360161933,False
All ages,Incidence/Survival at constant rate,2014,Both sexes,0%,3898.7,1161.1,1080.7,1656.8,312.0026335358939,False
All ages,Incidence follows recent trend/Survival constant,2014,Both sexes,0%,3632.9,1006.5,1045.3,1581.1,321.13139574531374,False
All ages,Survival follows recent trend/Incidence constant,2014,Both sexes,0%,3916.6,1161.1,1087.8,1667.6,315.7222355172343,False
All ages,Incidence/Survival follow recent trends,2014,Both sexes,0%,3649.3,1006.5,1051.8,1591.0,325.1740508302182,False
All ages,Incidence/Survival follow recent trends,2014,Both sexes,2%,3853.8,1089.5,1051.8,1712.6,371.1090450707626,False
All ages,Incidence/Survival follow recent trends,2014,Both sexes,5%,4184.0,1223.4,1051.8,1908.8,453.4439913962179,False
All ages,Incidence/Survival at constant rate,2014,Both sexes,0%,4306.9,1230.8,1829.7,1246.4,341.36086965751264,False
All ages,Incidence follows recent trend/Survival constant,2014,Both sexes,0%,4723.1,1473.1,1922.3,1327.7,309.9653098869829,True
All ages,Survival follows recent trend/Incidence constant,2014,Both sexes,0%,4367.3,1230.8,1865.6,1270.9,355.4919455252584,False
All ages,Incidence/Survival follow recent trends,2014,Both sexes,0%,4791.5,1473.1,1963.0,1355.4,322.2403502563472,True
All ages,Incidence/Survival follow recent trends,2014,Both sexes,2%,4996.9,1594.5,1963.0,1439.4,268.9501874573307,True
All ages,Incidence/Survival follow recent trends,2014,Both sexes,5%,5328.5,1790.5,1963.0,1575.0,194.3967163645861,True
All ages,Incidence/Survival at constant rate,2014,Both sexes,0%,6022.3,845.7,2350.7,2826.0,1033.8055249094643,False
All ages,Incidence follows recent trend/Survival constant,2014,Both sexes,0%,5837.8,800.5,2293.0,2744.4,1017.3548561506616,False
All ages,Survival follows recent trend/Incidence constant,2014,Both sexes,0%,6126.7,845.7,2397.1,2884.0,1064.470170241202,False
All ages,Incidence/Survival follow recent trends,2014,Both sexes,0%,5937.3,800.5,2337.2,2799.6,1046.5547811748795,False
All ages,Incidence/Survival follow recent trends,2014,Both sexes,2%,6211.0,866.4,2337.2,3007.4,1095.163738138427,False
All ages,Incidence/Survival follow recent trends,2014,Both sexes,5%,6652.9,973.0,2337.2,3342.7,1189.3660762495847,False
All ages,Incidence/Survival at constant rate,2014,Both sexes,0%,13131.1,5697.4,1997.8,5435.9,2064.620789233057,True
All ages,Incidence follows recent trend/Survival constant,2014,Both sexes,0%,11696.3,4861.9,1892.6,4941.7,1737.820538298858,False
All ages,Survival follows recent trend/Incidence constant,2014,Both sexes,0%,13336.4,5697.4,2057.6,5581.4,2068.7663989279536,True
All ages,Incidence/Survival follow recent trends,2014,Both sexes,0%,11873.9,4861.9,1944.8,5067.3,1746.5045004236317,False
All ages,Incidence/Survival follow recent trends,2014,Both sexes,2%,12663.8,5262.7,1944.8,5456.4,1973.8842696571649,False
All ages,Incidence/Survival follow recent trends,2014,Both sexes,5%,13938.9,5909.6,1944.8,6084.5,2341.201441567983,False
All ages,Incidence/Survival at constant rate,2014,Both sexes,0%,13375.1,3372.5,5418.7,4583.9,1028.85984144262,False
All ages,Incidence follows recent trend/Survival constant,2014,Both sexes,0%,13249.6,3300.6,5393.9,4555.1,1053.5068881280904,False
All ages,Survival follows recent trend/Incidence constant,2014,Both sexes,0%,13526.3,3372.5,5496.9,4656.9,1069.9189003533552,False
All ages,Incidence/Survival follow recent trends,2014,Both sexes,0%,13398.8,3300.6,5471.1,4627.1,1094.1517643057264,False
All ages,Incidence/Survival follow recent trends,2014,Both sexes,2%,14004.9,3572.6,5471.1,4961.2,982.5570568674373,False
All ages,Incidence/Survival follow recent trends,2014,Both sexes,5%,14983.4,4011.9,5471.1,5500.4,851.0537957928002,False
All ages,Incidence/Survival at constant rate,2014,Both sexes,0%,2687.7,524.0,1799.9,363.7,787.0077657388989,True
All ages,Incidence follows recent trend/Survival constant,2014,Both sexes,0%,2936.7,654.8,1885.9,396.0,796.0723019927274,True
All ages,Survival follows recent trend/Incidence constant,2014,Both sexes,0%,2694.0,524.0,1805.0,364.9,789.5316987514392,True
All ages,Incidence/Survival follow recent trends,2014,Both sexes,0%,2943.9,654.8,1891.7,397.4,798.8647006846654,True
All ages,Incidence/Survival follow recent trends,2014,Both sexes,2%,3028.6,708.8,1891.7,428.1,776.7635697774023,True
All ages,Incidence/Survival follow recent trends,2014,Both sexes,5%,3165.4,796.0,1891.7,477.8,741.7235491295482,True
All ages,Incidence/Survival at constant rate,2014,Females,0%,5502.4,1458.6,1782.2,2261.7,404.06410794988125,False
All ages,Incidence follows recent trend/Survival constant,2014,Females,0%,4672.2,952.9,1668.1,2051.2,557.4554601042131,False
All ages,Survival follows recent trend/Incidence constant,2014,Females,0%,5586.2,1458.6,1815.5,2312.1,428.6512607392323,False
All ages,Incidence/Survival follow recent trends,2014,Females,0%,4735.9,952.9,1693.6,2089.4,576.9064597777818,False
All ages,Incidence/Survival follow recent trends,2014,Females,2%,4979.5,1031.5,1693.6,2254.4,612.1488735049126,False
All ages,Incidence/Survival follow recent trends,2014,Females,5%,5372.8,1158.3,1693.6,2520.9,686.4947365663727,False
All ages,Incidence/Survival at constant rate,2014,Both sexes,0%,2493.4,1550.8,121.9,820.6,714.5078655970135,True
All ages,Incidence follows recent trend/Survival constant,2014,Both sexes,0%,2473.5,1537.1,121.4,815.0,707.897810421815,True
All ages,Survival follows recent trend/Incidence constant,2014,Both sexes,0%,2630.6,1550.8,152.1,927.7,700.7342173273211,True
All ages,Incidence/Survival follow recent trends,2014,Both sexes,0%,2609.7,1537.1,151.4,921.2,694.2729218398193,True
All ages,Incidence/Survival follow recent trends,2014,Both sexes,2%,2808.5,1663.8,151.4,993.4,757.8207703672418,True
All ages,Incidence/Survival follow recent trends,2014,Both sexes,5%,3129.5,1868.3,151.4,1109.8,860.3873565629224,True
All ages,Incidence/Survival at constant rate,2014,Males,0%,13426.1,5077.9,7103.8,1244.4,2975.8069331415527,True
All ages,Incidence follows recent trend/Survival constant,2014,Males,0%,12991.5,4779.5,6985.1,1227.0,2905.186259662766,True
All ages,Survival follows recent trend/Incidence constant,2014,Males,0%,13453.0,5077.9,7126.9,1248.2,2983.9603655768174,True
All ages,Incidence/Survival follow recent trends,2014,Males,0%,13017.6,4779.5,7007.5,1230.7,2913.4568150795258,True
All ages,Incidence/Survival follow recent trends,2014,Males,2%,13433.7,5173.5,7007.5,1252.8,2939.728348561025,True
All ages,Incidence/Survival follow recent trends,2014,Males,5%,14105.4,5809.5,7007.5,1288.4,3016.169038697931,True
All ages,Incidence/Survival at constant rate,2014,Both sexes,0%,1977.9,901.1,251.4,825.3,355.2503671121725,True
All ages,Incidence follows recent trend/Survival constant,2014,Both sexes,0%,1737.9,750.2,237.9,749.9,295.68997841207494,True
All ages,Survival follows recent trend/Incidence constant,2014,Both sexes,0%,2032.1,901.1,263.8,867.2,358.56009724080195,True
All ages,Incidence/Survival follow recent trends,2014,Both sexes,0%,1785.4,750.2,248.8,786.4,300.47910631744986,False
All ages,Incidence/Survival follow recent trends,2014,Both sexes,2%,1904.6,812.0,248.8,843.8,334.7213965872713,False
All ages,Incidence/Survival follow recent trends,2014,Both sexes,5%,2096.9,911.9,248.8,936.3,390.07546705733745,False
All ages,Incidence/Survival at constant rate,2014,Both sexes,0%,2764.7,1147.3,824.1,793.3,196.09643885938706,True
All ages,Incidence follows recent trend/Survival constant,2014,Both sexes,0%,2640.0,1061.9,805.2,772.9,158.35570719112087,True
All ages,Survival follows recent trend/Incidence constant,2014,Both sexes,0%,2762.8,1147.3,822.4,793.0,196.61843758915387,True
All ages,Incidence/Survival follow recent trends,2014,Both sexes,0%,2638.3,1061.9,803.7,772.7,158.77913380962042,True
All ages,Incidence/Survival follow recent trends,2014,Both sexes,2%,2780.1,1149.4,803.7,827.0,193.215397937121,True
All ages,Incidence/Survival follow recent trends,2014,Both sexes,5%,3009.2,1290.7,803.7,914.7,255.2338796737873,True
All ages,Incidence/Survival at constant rate,2014,Both sexes,0%,22192.6,4204.3,12236.2,5752.1,4261.27240895643,False
All ages,Incidence follows recent trend/Survival constant,2014,Both sexes,0%,23488.6,4490.7,12487.9,6510.0,4158.687067252516,False
All ages,Survival follows recent trend/Incidence constant,2014,Both sexes,0%,23539.4,4204.3,13377.3,5957.7,4869.442211725418,False
All ages,Incidence/Survival follow recent trends,2014,Both sexes,0%,24893.0,4490.7,13604.2,6798.2,4738.179581864749,False
All ages,Incidence/Survival follow recent trends,2014,Both sexes,2%,25651.2,4860.8,13604.2,7186.2,4528.525380297653,False
All ages,Incidence/Survival follow recent trends,2014,Both sexes,5%,26875.1,5458.4,13604.2,7812.5,4192.048690477406,False
All ages,Incidence/Survival at constant rate,2015,Both sexes,0%,140578.3,44239.9,53838.4,42500.1,6106.214773763968,True
All ages,Incidence follows recent trend/Survival constant,2015,Both sexes,0%,135076.8,40395.0,53028.3,41653.6,6959.024631608467,False
All ages,Survival follows recent trend/Incidence constant,2015,Both sexes,0%,143883.6,44239.9,55879.3,43764.4,6861.396051096308,True
All ages,Incidence/Survival follow recent trends,2015,Both sexes,0%,138257.5,40395.0,54994.3,42868.2,7813.434796767256,False
All ages,Incidence/Survival follow recent trends,2015,Both sexes,2%,146194.0,44599.3,54994.3,46600.4,5515.402424423202,False
All ages,Incidence/Survival follow recent trends,2015,Both sexes,5%,159324.8,51555.4,54994.3,52775.2,1743.4807168420316,False
All ages,Incidence/Survival at constant rate,2015,Both sexes,0%,4363.2,1083.4,2070.1,1209.7,536.9383484162776,False
All ages,Incidence follows recent trend/Survival constant,2015,Both sexes,0%,4121.6,965.8,1995.0,1160.9,546.6625192932107,False
All ages,Survival follows recent trend/Incidence constant,2015,Both sexes,0%,4394.2,1083.4,2089.7,1221.2,545.5762672013265,False
All ages,Incidence/Survival follow recent trends,2015,Both sexes,0%,4150.5,965.8,2013.2,1171.6,554.9310707946829,False
All ages,Incidence/Survival follow recent trends,2015,Both sexes,2%,4342.4,1066.3,2013.2,1262.9,499.7034553946304,False
All ages,Incidence/Survival follow recent trends,2015,Both sexes,5%,4659.9,1232.6,2013.2,1414.1,408.49304767645685,False
All ages,Incidence/Survival at constant rate,2015,Both sexes,0%,5002.0,1357.5,1210.6,2433.9,667.9170931585247,False
All ages,Incidence follows recent trend/Survival constant,2015,Both sexes,0%,4914.8,1304.9,1203.1,2406.8,667.5128637961469,False
All ages,Survival follows recent trend/Incidence constant,2015,Both sexes,0%,5117.9,1357.5,1242.1,2518.3,705.8635656650182,False
All ages,Incidence/Survival follow recent trends,2015,Both sexes,0%,5027.8,1304.9,1233.8,2489.0,705.0620610981703,False
All ages,Incidence/Survival follow recent trends,2015,Both sexes,2%,5410.6,1440.7,1233.8,2736.0,814.167728419642,False
All ages,Incidence/Survival follow recent trends,2015,Both sexes,5%,6044.1,1665.5,1233.8,3144.8,1002.2154109771013,False
All ages,Incidence/Survival at constant rate,2015,Females,0%,18505.1,6460.6,7819.5,4225.0,1814.9814884271777,True
All ages,Incidence follows recent trend/Survival constant,2015,Females,0%,17471.7,5854.7,7554.7,4062.4,1746.353275638504,True
All ages,Survival follows recent trend/Incidence constant,2015,Females,0%,18576.5,6460.6,7865.7,4250.2,1822.6361138014722,True
All ages,Incidence/Survival follow recent trends,2015,Females,0%,17538.3,5854.7,7597.7,4085.9,1755.9157952475966,True
All ages,Incidence/Survival follow recent trends,2015,Females,2%,18561.8,6464.1,7597.7,4500.0,1567.2950721971063,True
All ages,Incidence/Survival follow recent trends,2015,Females,5%,20255.1,7472.2,7597.7,5185.1,1358.136923632272,True
All ages,Incidence/Survival at constant rate,2015,Females,0%,1544.3,496.4,363.1,684.8,161.63453632603807,False
All ages,Incidence follows recent trend/Survival constant,2015,Females,0%,1302.9,336.6,340.3,626.1,166.0851087043427,False
All ages,Survival follows recent trend/Incidence constant,2015,Females,0%,1545.8,496.4,363.4,685.9,162.07277172101837,False
All ages,Incidence/Survival follow recent trends,2015,Females,0%,1304.1,336.6,340.5,626.9,166.4903700918865,False
All ages,Incidence/Survival follow recent trends,2015,Females,2%,1398.7,371.6,340.5,686.5,191.4180503505351,False
All ages,Incidence/Survival follow recent trends,2015,Females,5%,1555.3,429.6,340.5,785.1,235.22621027428048,False
All ages,Incidence/Survival at constant rate,2015,Both sexes,0%,15584.2,6517.5,4340.5,4726.2,1161.6689990411785,True
All ages,Incidence follows recent trend/Survival constant,2015,Both sexes,0%,13767.8,5352.7,4075.4,4339.7,674.2302747083767,True
All ages,Survival follows recent trend/Incidence constant,2015,Both sexes,0%,15770.9,6517.5,4429.2,4824.2,1109.3757088260647,True
All ages,Incidence/Survival follow recent trends,2015,Both sexes,0%,13930.6,5352.7,4153.0,4425.0,629.0060121599262,True
All ages,Incidence/Survival follow recent trends,2015,Both sexes,2%,14839.7,5909.8,4153.0,4777.0,890.5951268674224,True
All ages,Incidence/Survival follow recent trends,2015,Both sexes,5%,16343.9,6831.5,4153.0,5359.4,1341.4445957002226,True
All ages,Incidence/Survival at constant rate,2015,Both sexes,0%,1547.5,643.5,182.5,721.6,291.3329767350983,False
All ages,Incidence follows recent trend/Survival constant,2015,Both sexes,0%,1513.6,624.6,180.0,708.9,284.1686295142375,False
All ages,Survival follows recent trend/Incidence constant,2015,Both sexes,0%,1677.3,643.5,211.9,821.9,313.63596732517783,False
All ages,Incidence/Survival follow recent trends,2015,Both sexes,0%,1641.0,624.6,208.9,807.5,306.7520334080933,False
All ages,Incidence/Survival follow recent trends,2015,Both sexes,2%,1781.3,689.6,208.9,882.8,347.02063819509834,False
All ages,Incidence/Survival follow recent trends,2015,Both sexes,5%,2013.4,797.2,208.9,1007.3,413.860173649668,False
All ages,Incidence/Survival at constant rate,2015,Both sexes,0%,3966.9,1181.1,1100.3,1685.5,317.1243289310992,False
All ages,Incidence follows recent trend/Survival constant,2015,Both sexes,0%,3658.3,1008.0,1056.0,1594.3,325.52997301835865,False
All ages,Survival follows recent trend/Incidence constant,2015,Both sexes,0%,3989.6,1181.1,1109.4,1699.1,321.768804164315,False
All ages,Incidence/Survival follow recent trends,2015,Both sexes,0%,3679.0,1008.0,1064.3,1606.7,330.6078089418539,False
All ages,Incidence/Survival follow recent trends,2015,Both sexes,2%,3938.9,1112.9,1064.3,1761.6,389.3158400750389,False
All ages,Incidence/Survival follow recent trends,2015,Both sexes,5%,4368.9,1286.5,1064.3,2018.0,499.0004642616411,False
All ages,Incidence/Survival at constant rate,2015,Both sexes,0%,4435.6,1257.3,1891.0,1287.3,357.5214166079192,False
All ages,Incidence follows recent trend/Survival constant,2015,Both sexes,0%,4925.7,1530.4,2008.4,1387.0,325.3678738494834,True
All ages,Survival follows recent trend/Incidence constant,2015,Both sexes,0%,4511.1,1257.3,1935.9,1317.8,375.5453412483417,False
All ages,Incidence/Survival follow recent trends,2015,Both sexes,0%,5012.1,1530.4,2059.8,1421.9,341.3094929825422,True
All ages,Incidence/Survival follow recent trends,2015,Both sexes,2%,5282.6,1689.7,2059.8,1533.0,270.5078988372306,True
All ages,Incidence/Survival follow recent trends,2015,Both sexes,5%,5730.0,1953.2,2059.8,1716.9,175.49057904438445,True
All ages,Incidence/Survival at constant rate,2015,Both sexes,0%,6169.7,858.0,2413.4,2898.3,1065.9284888459138,False
All ages,Incidence follows recent trend/Survival constant,2015,Both sexes,0%,5970.0,810.3,2350.0,2809.7,1047.18675029815,False
All ages,Survival follows recent trend/Incidence constant,2015,Both sexes,0%,6298.8,858.0,2471.3,2969.5,1103.7339942214337,False
All ages,Incidence/Survival follow recent trends,2015,Both sexes,0%,6092.9,810.3,2405.2,2877.4,1083.1729055572491,False
All ages,Incidence/Survival follow recent trends,2015,Both sexes,2%,6446.6,894.6,2405.2,3146.8,1147.7723177239175,False
All ages,Incidence/Survival follow recent trends,2015,Both sexes,5%,7031.9,1034.1,2405.2,3592.6,1280.3486647524312,False
All ages,Incidence/Survival at constant rate,2015,Both sexes,0%,13382.3,5811.0,2035.0,5536.2,2105.235239428918,True
All ages,Incidence follows recent trend/Survival constant,2015,Both sexes,0%,11767.1,4887.9,1908.4,4970.8,1744.6387601258127,False
All ages,Survival follows recent trend/Incidence constant,2015,Both sexes,0%,13628.2,5811.0,2107.4,5709.8,2109.6674366670527,True
All ages,Incidence/Survival follow recent trends,2015,Both sexes,0%,11977.0,4887.9,1970.7,5118.4,1754.5750378177995,False
All ages,Incidence/Survival follow recent trends,2015,Both sexes,2%,12981.9,5396.7,1970.7,5614.6,2043.8103149102008,False
All ages,Incidence/Survival follow recent trends,2015,Both sexes,5%,14644.6,6238.4,1970.7,6435.5,2522.7812277986636,False
All ages,Incidence/Survival at constant rate,2015,Both sexes,0%,13680.6,3425.8,5547.7,4707.0,1068.5433652095421,False
All ages,Incidence follows recent trend/Survival constant,2015,Both sexes,0%,13535.0,3346.3,5516.8,4671.9,1094.0857385659194,False
All ages,Survival follows recent trend/Incidence constant,2015,Both sexes,0%,13869.3,3425.8,5645.1,4798.4,1119.9869151021364,False
All ages,Incidence/Survival follow recent trends,2015,Both sexes,0%,13721.2,3346.3,5613.0,4761.9,1145.0053464212876,False
All ages,Incidence/Survival follow recent trends,2015,Both sexes,2%,14502.9,3694.6,5613.0,5195.4,1008.881307852085,False
All ages,Incidence/Survival follow recent trends,2015,Both sexes,5%,15796.4,4270.8,5613.0,5912.6,874.3348176375761,False
All ages,Incidence/Survival at constant rate,2015,Both sexes,0%,2765.8,532.2,1862.6,371.0,818.6187716717308,True
All ages,Incidence follows recent trend/Survival constant,2015,Both sexes,0%,3062.5,679.3,1973.6,409.5,836.1033967159802,True
All ages,Survival follows recent trend/Incidence constant,2015,Both sexes,0%,2773.8,532.2,1869.1,372.5,821.8492623346449,True
All ages,Incidence/Survival follow recent trends,2015,Both sexes,0%,3071.6,679.3,1981.0,411.3,839.6631249098256,True
All ages,Incidence/Survival follow recent trends,2015,Both sexes,2%,3182.4,750.0,1981.0,451.4,810.781425539584,True
All ages,Incidence/Survival follow recent trends,2015,Both sexes,5%,3365.8,867.0,1981.0,517.8,764.1870277185641,True
All ages,Incidence/Survival at constant rate,2015,Females,0%,5592.7,1474.1,1811.7,2306.9,418.8779933743636,False
All ages,Incidence follows recent trend/Survival constant,2015,Females,0%,4650.0,923.0,1670.0,2057.0,576.4451404947396,False
All ages,Survival follows recent trend/Incidence constant,2015,Females,0%,5697.0,1474.1,1853.6,2369.3,449.323524868218,False
All ages,Incidence/Survival follow recent trends,2015,Females,0%,4727.2,923.0,1701.3,2102.9,599.8885257556885,False
All ages,Incidence/Survival follow recent trends,2015,Females,2%,5032.9,1019.0,1701.3,2312.5,647.075598365446,False
All ages,Incidence/Survival follow recent trends,2015,Females,5%,5538.7,1178.0,1701.3,2659.4,751.2594380993382,False
All ages,Incidence/Survival at constant rate,2015,Both sexes,0%,2549.7,1579.9,127.1,842.6,726.4272594921898,True
All ages,Incidence follows recent trend/Survival constant,2015,Both sexes,0%,2528.5,1565.3,126.6,836.6,719.3702546904016,True
All ages,Survival follows recent trend/Incidence constant,2015,Both sexes,0%,2713.7,1579.9,163.7,970.1,710.3707295020913,True
All ages,Incidence/Survival follow recent trends,2015,Both sexes,0%,2691.2,1565.3,162.9,963.0,703.521032616178,True
All ages,Incidence/Survival follow recent trends,2015,Both sexes,2%,2949.3,1728.3,162.9,1058.1,785.3903742725652,True
All ages,Incidence/Survival follow recent trends,2015,Both sexes,5%,3376.3,1997.8,162.9,1215.5,920.7621897102421,True
All ages,Incidence/Survival at constant rate,2015,Males,0%,13857.4,5227.2,7351.2,1279.1,3081.3759918798182,True
All ages,Incidence follows recent trend/Survival constant,2015,Males,0%,13343.3,4887.9,7198.6,1256.8,2995.2520467121517,True
All ages,Survival follows recent trend/Incidence constant,2015,Males,0%,13892.2,5227.2,7381.0,1284.0,3091.954335583456,True
All ages,Incidence/Survival follow recent trends,2015,Males,0%,13376.9,4887.9,7227.4,1261.5,3005.994012524531,True
All ages,Incidence/Survival follow recent trends,2015,Males,2%,13913.9,5396.7,7227.4,1289.8,3040.6464186638555,True
All ages,Incidence/Survival follow recent trends,2015,Males,5%,14802.5,6238.4,7227.4,1336.6,3154.554614099007,True
All ages,Incidence/Survival at constant rate,2015,Both sexes,0%,2019.6,919.5,257.1,843.0,362.37752413746637,True
All ages,Incidence follows recent trend/Survival constant,2015,Both sexes,0%,1747.4,751.5,240.5,755.4,296.1582403603407,False
All ages,Survival follows recent trend/Incidence constant,2015,Both sexes,0%,2084.8,919.5,272.2,893.0,366.30865400642665,True
All ages,Incidence/Survival follow recent trends,2015,Both sexes,0%,1803.6,751.5,253.7,798.4,301.85607497613825,False
All ages,Incidence/Survival follow recent trends,2015,Both sexes,2%,1955.3,829.7,253.7,871.9,345.3809684005958,False
All ages,Incidence/Survival follow recent trends,2015,Both sexes,5%,2206.3,959.1,253.7,993.5,417.54771384038656,False
All ages,Incidence/Survival at constant rate,2015,Both sexes,0%,2804.2,1169.0,834.3,800.9,203.56704874152237,True
All ages,Incidence follows recent trend/Survival constant,2015,Both sexes,0%,2666.3,1076.6,812.1,777.5,163.6144960977887,True
All ages,Survival follows recent trend/Incidence constant,2015,Both sexes,0%,2801.7,1169.0,832.0,800.6,204.23577877867857,True
All ages,Incidence/Survival follow recent trends,2015,Both sexes,0%,2663.9,1076.6,810.0,777.2,164.2111242679171,True
All ages,Incidence/Survival follow recent trends,2015,Both sexes,2%,2845.0,1188.7,810.0,846.3,208.95339990852827,True
All ages,Incidence/Survival follow recent trends,2015,Both sexes,5%,3144.7,1374.1,810.0,960.5,292.097021552771,True
All ages,Incidence/Survival at constant rate,2015,Both sexes,0%,22807.3,4245.7,12620.7,5940.8,4427.848480921632,False
All ages,Incidence follows recent trend/Survival constant,2015,Both sexes,0%,24130.2,4489.2,12818.7,6822.3,4296.912434527844,False
All ages,Survival follows recent trend/Incidence constant,2015,Both sexes,0%,24540.8,4245.7,14036.5,6258.6,5170.545739410235,False
All ages,Incidence/Survival follow recent trends,2015,Both sexes,0%,25848.6,4489.2,14197.6,7161.8,5014.949367640715,False
All ages,Incidence/Survival follow recent trends,2015,Both sexes,2%,26827.7,4956.4,14197.6,7673.6,4749.48294168253,False
All ages,Incidence/Survival follow recent trends,2015,Both sexes,5%,28447.4,5729.4,14197.6,8520.4,4315.296283377694,False
All ages,Incidence/Survival at constant rate,2016,Both sexes,0%,143940.3,45036.4,55328.2,43575.8,6405.380620488786,True
All ages,Incidence follows recent trend/Survival constant,2016,Both sexes,0%,137625.6,40772.9,54276.4,42576.3,7331.315296043405,False
All ages,Survival follows recent trend/Incidence constant,2016,Both sexes,0%,147951.3,45036.4,57815.2,45099.8,7359.609887306071,False
All ages,Incidence/Survival follow recent trends,2016,Both sexes,0%,141441.5,40772.9,56664.7,44003.8,8399.269917280506,False
